,category,title,series,episode_name,description,description2,tags,image,more,tags2,publication_date,rating,duration_sec
0,Panel Discussion,Spicks And Specks,Spicks And Specks,"Series 9 Missy Higgins, Dave O'Neil, Yeo & Judith Lucy","Join Adam Hills, Myf Warhurst and Alan Brough for a brand new series of your favourite music quiz show. There'll be new games, fantastic live music and, as always, you can play along with all your old favourites.","Missy Higgins and Dave O'Neil help Alan battle it out with Yeo and Judith Lucy on team Myf for music knowledge glory. On the way they discuss Air Supply, mothers groups, bats, poltergeist detectors and expletive laden rants.","['ABC TV', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE2002V_606ea7cf0502d_1280.jpg,"Hosts Adam Hills, Myf Warhurst, Alan Brough","['abc1', 'australia', 'panel', 'music', 'culture', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'feel-good', 'a:young-sink-dink', 'a:working-parents', 'a:older-sink-dink', 'a:established-parents', 'ns:be-entertained', 'pop-culture']",2021-06-20 20:27:00,PG,2701
1,Panel Discussion,Would I Lie To You?,Would I Lie To You?,Series 13 Episode 4,"Rob Brydon is back in the host's chair for another season of the award-winning comedy panel show, with Lee Mack and David Mitchell returning as the lightning-quick team captains.","Host Rob Brydon and team captains Lee Mack and David Mitchell are joined by Greg Davies, Guz Khan, Claudia Winkleman and Lucy Worsley.","['ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2134A004S00_5e8d646aa9b96.jpg,Host Rob Brydon,"['abc2', 'uk', 'comedy', 'panel', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'game-show', 'quiz-show', 'pop-culture']",2022-02-08 20:30:35,PG,1737
2,Panel Discussion,Whovians,Whovians,Series 3 Episode 9,"Join Rove McManus, Tegan Higginbotham and Bajo - alongside a rotating roster of celebrity Doctor Who superfans, as they sit down to unpack the secrets and celebrate their love of Doctor Who.","Rove McManus, Tegan Higginbotham and Bajo are joined by Angharad Yeo, Luke McGregor and Andrew Hansen to wrap their heads around the explosive series finale of Doctor Who Series 12: The Timeless Children. (Season Final)","['ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1919H_5f4df9a155074_1280.jpg,"Hosts Rove McManus, Tegan Higginbotham, Steven O'Donnell","['abc2', 'aussie', 'comedy', 'panel', 'entertainment', 'quirky']",2020-03-05 21:38:00,PG,2090
3,Panel Discussion,Mock The Week,Mock The Week,Series 20 Episode 13 End of Year Special,"Fast-tracked from the UK, the show combining the best elements of panel show, stand-up and improvised games with two teams of comedians taking a satirical swipe at the news and world events.","Dara O'Briain and Hugh Dennis are joined by an array of guests in a special edition of the show, featuring a look back at the year gone by as well as outtakes and all the usual fun.","['ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2791A013S00_61b82b2de7600.jpg,"Hosts Dara O'Briain, Hugh Dennis","['abc2', 'uk', 'comedy', 'panel', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'irreverent', 'pop-culture']",2021-12-30 20:29:58,M,1850
4,Panel Discussion,You Can't Ask That (Simplified Chinese Subtitles),You Can't Ask That (Simplified Chinese Subtitles),Series 5 Episode 5 HIV Positive,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,Eight people talk about what it's really like to live with HIV. While the disease is no longer life-threatening - or even contagious - with the right medication the fear and stigma it still carries for many is life changing.,['ABC TV'],https://cdn.iview.abc.net.au/thumbs/i/iv/IV2103H005S00_601a3e89432c0_1280.jpg,No more information found,"['iview', 'docs', 'abc1']",2021-02-05 07:00:00,M,1907
5,Panel Discussion,Gruen,Gruen,Series 13 Episode 1,"The Gruen team decode and expose all the messaging we fall for. Whether it's a juice label that thinks it's your long lost best friend or a gorgeous white line design on a Kmart plate, nothing will escape the Gruen gaze.","We return with a jab at the vaccine rollout. The Pitch gets a shot in the arm, and The Simpsons are on the catwalk for Balenciaga - as if they need the D'oh. Wil is joined by Todd, Russel, Dee Madigan and Sunita Gloster.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE2127H_614ad74407882_3600.jpg,Host Wil Anderson,"['abc1', 'comedy', 'panel', 'talk-show', 'quiz-show', 'quirky', 'lighthearted', 'satire', 'parody', 'funny', 'witty', 'offbeat', 'irreverent', 'entertainment', 'pop-culture', 'cult-favourite', 'australia']",2021-10-13 20:31:12,MA,2145
6,Panel Discussion,QI,QI,Series 20 Episode 9 'S' Animals,"Sandi Toksvig hosts the return of the quiz with a difference, in which the questions are so difficult points are awarded for the answers she finds most interesting. This time, it's the letter 'S' under scrutiny.","Join Sandi Toksvig, Alan Davies, Cally Beaton, Jamali Maddix and Josh Widdicombe for a look at animals which begin with the letter S.","['ABC TV', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3211A009S00_6226bd190e685.jpg,Host Sandi Toksvig,"['abc1', 'uk', 'panel', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'game-show', 'quiz-show', 'pop-culture', 'a:young-sink-dink', 'a:working-parents', 'a:older-sink-dink', 'a:retirees', 'ns:be-entertained']",2022-03-23 21:25:20,M,1767
7,Panel Discussion,Mock The Week,Mock The Week,Series 20 Episode 3,"Fast-tracked from the UK, the show combining the best elements of panel show, stand-up and improvised games with two teams of comedians taking a satirical swipe at the news and world events.","Dara O'Briain and Hugh Dennis look back on the last seven days in the company of guests Maisie Adam, Angela Barnes, Rhys James, Robin Morgan and Ahir Shah.","['ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2791A003S00_60b723c5bdb3d_1920.jpg,"Hosts Dara O'Briain, Hugh Dennis","['abc2', 'uk', 'comedy', 'panel', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'irreverent', 'pop-culture']",2021-11-11 07:00:00,M,1846
8,Panel Discussion,Gruen Pitch,Gruen Pitch,Series 12 Episode 4,The Pitch take us into the thinking of the people whose work is changing our minds and behaviours. A show about why we buy and how we are sold.,"This week, The Pitch cancels and uncancels cancel culture.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/lr/LR2028H004S00_5fa38e5f0acd8_1920.jpg,Host Wil Anderson,"['abc1', 'aussie', 'comedy', 'entertainment', 'panel', 'gruen', 'all-episodes', 'pitch', 'short']",2020-11-06 21:15:00,M,278
9,Panel Discussion,You Can't Ask That,You Can't Ask That,Series 5 Public Housing,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,"We speak to eight Australians who live in public housing to ask them the tough questions such as ""Why do you get a house for doing nothing?""","['ABC TV', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1917H007S00_5e9662e8e0e52.jpg,No more information found,"['abc1', 'panel', 'entertainment', 'factual', 'people', 'culture', 'inspirational', 'emotional', 'irreverent', 'quirky', 'feel-good', 'revealing', 'cald', 'diversity', 'lgbtqi', 'gender', 'disability', 'australia', 'binge-worthy']",2020-04-29 21:32:29,M,1737
10,Panel Discussion,Q+A,Q+A,Dealing with Delta,"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","Australia has entered a difficult new phase in our battle to live with COVID, with the Delta strain changing the course of the pandemic and dashing our hopes of life without lockdowns. Presented by guest host Virginia Trioli.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2104H023S00_60ed299745ac6_1280.jpg,"Host Virginia Trioli, David Speers, Stan Grant","['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2021-07-15 21:30:58,No data found,3727
11,Panel Discussion,Q+A Highlights,Q+A Highlights,Living on the Poverty Line,"The show that puts you at the centre of the conversation. The highlights of Q+A as hosts Virginia Trioli, David Speers and Stan Grant are joined by a panel with diverse opinions to cover the topics that have everyone talking.","As the cost of food, rent, and fuel continues to rise, Q+A questioner Brigid asks how she can break the cycle of poverty while living on a Disability Support Pension.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nn/NN2205H020S00_623cf0d7df5ca_1920.jpg,No more information found,"['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2022-03-25 10:00:00,No data found,629
12,Panel Discussion,Gruen,Gruen,Series 12 Episode 3,"The Gruen team decode and expose all the messaging we fall for. Whether it's a juice label that thinks it's your long lost best friend or a gorgeous white line design on a Kmart plate, nothing will escape the Gruen gaze.","We find out what's on in the Bunnings Warehouse and put the boot into RM Williams. Plus a musical pitch dedicated to our frontline workers. Joining Wil, Todd and Russel are Carolyn Miller and Priya Patel.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE2027H003S00_5f9a10e8acc30_1280.jpg,Host Wil Anderson,"['abc1', 'comedy', 'panel', 'talk-show', 'quiz-show', 'quirky', 'lighthearted', 'satire', 'parody', 'funny', 'witty', 'offbeat', 'irreverent', 'entertainment', 'pop-culture', 'cult-favourite', 'australia']",2020-10-28 21:06:20,PG,2221
13,Panel Discussion,Q+A,Q+A,A Trip to the Future: A Q+A Science Special,"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","Q+A takes a trip to the future to ask what comes next. Some of Australia's finest scientific minds discuss COVID, healthcare and the Melbourne protests, mandatory vaccination plus AI, autonomous weapons and the future of war.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2104H033S00_614ac5d9e7725_1280.jpg,"Host Virginia Trioli, David Speers, Stan Grant","['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2021-09-23 21:37:09,No data found,3608
14,Panel Discussion,You Can't Ask That,You Can't Ask That Extras,Series 5 Autism Spectrum,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,"Diverse Australians on the autism spectrum answer the question: ""What does your amazing brain allow you to do?""","['ABC TV', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/lr/LR1917H003S00_5e7c4803cbb97_1280.jpg,No more information found,"['abc1', 'panel', 'entertainment', 'factual', 'people', 'culture', 'inspirational', 'emotional', 'irreverent', 'quirky', 'feel-good', 'revealing', 'cald', 'diversity', 'lgbtqi', 'gender', 'disability', 'australia', 'binge-worthy', 'extras']",2020-04-08 21:33:00,G,180
15,Panel Discussion,You Can't Ask That,You Can't Ask That,Series 2 Gambling,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,"You Can't Ask That asks gambling addicts the awkward, inappropriate or uncomfortable questions you've always wanted to know the answers to, but never had the guts to ask.","['ABC TV', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1617H010S00_58db59716f7b5.jpg,No more information found,"['abc1', 'panel', 'entertainment', 'factual', 'people', 'culture', 'inspirational', 'emotional', 'irreverent', 'quirky', 'feel-good', 'revealing', 'cald', 'diversity', 'lgbtqi', 'gender', 'disability', 'australia', 'binge-worthy', 'abc2', 'editors-picks-alex']",2017-04-06 22:02:30,M,1696
16,Panel Discussion,You Can't Ask That (Simplified Chinese Subtitles),You Can't Ask That (Simplified Chinese Subtitles),Series 1 Indigenous,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,This episode sets the record straight about what it's really like to be an indigenous Australian. Find out the answers to the questions Australians wanted to ask but were too embarrassed or afraid to ever ask in person. This program includes simplified Chinese language subtitles.,['ABC TV'],https://cdn.iview.abc.net.au/thumbs/i/iv/IV1808H008S00_5b1f64ea024cd_1280.jpg,No more information found,"['docs', 'abc1']",2018-02-16 05:25:00,PG,1273
17,Panel Discussion,Gruen,Gruen,Series 11 Episode 3,"The Gruen team decode and expose all the messaging we fall for. Whether it's a juice label that thinks it's your long lost best friend or a gorgeous white line design on a Kmart plate, nothing will escape the Gruen gaze.","Wil and the team look at the Spring Racing advertising offensive, the department store death rattle and Big Vitamin. Plus a Pitch to convince Christians to become atheists and atheists to believe in God.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1927H003S00_5d9e6745736c9_1280.jpg,Host Wil Anderson,"['abc1', 'australian', 'comedy', 'funny', 'panel', 'pop-culture', 'quirky', 'lighthearted', 'ns:be-entertained']",2019-10-09 21:00:54,M,2095
18,Panel Discussion,Afternoon Briefing,Afternoon Briefing,Tuesday 15/3/2022,"The daily destination for #auspol addicts. With a Federal Election due before the end of May, Greg Jennett will break political news and interrogate politicians, candidates and public officials on the big national issues.","Greg Jennett covers today's top stories, speaking with Professor John Blaxland, Shadow Housing Minister Jason Clare, Associate Professor Alan J Kuperman, Chris Jenkinson plus a panel with Matt Canavan and Josh Burns.","['ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nu/NU2222V_61f72155373ab_3600.jpg,No more information found,"['news', 'news24', 'panel', 'politics']",2022-03-15 17:00:00,No data found,3480
19,Panel Discussion,One Plus One,One Plus One,Series 2019 John Howard,"Some of your favourite ABC presenters bring you more revealing, thought provoking and intimate half hour conversations with fascinating people from all walks of life.","He's one of Australia's leading actors, but as a young man John Howard lacked confidence. After flunking medical and legal studies, his sense of self-worth soared when he discovered acting. He sits down with Jane Hutcheon.","['ABC TV', 'ARTS & CULTURE', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC1913H032S00_5d661ae572ca1_1280.jpg,No more information found,"['abc1', 'news24', 'arts', 'panel', 'talks', 'people', 'interview', 'culture', 'latest', 'one-plus-one', 'interviews']",2019-08-30 13:30:00,No data found,1680
20,Panel Discussion,You Can't Ask That,You Can't Ask That,Series 1 Short Statured,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,"Setting the record straight about what it's really like to be short statured, find out the answers to the questions Australians wanted to ask but were too embarrassed or afraid to ever ask in person.","['ABC TV', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1517H001S0057aa862855f147.95384860_1280.jpg,No more information found,"['abc1', 'panel', 'entertainment', 'factual', 'people', 'culture', 'inspirational', 'emotional', 'irreverent', 'quirky', 'feel-good', 'revealing', 'cald', 'diversity', 'lgbtqi', 'gender', 'disability', 'australia', 'binge-worthy', 'disability', 'panel', 'interviews', 'all-episodes', 'history']",2016-08-03 21:38:00,M,951
21,Panel Discussion,One Plus One,One Plus One,Series 2019 Kanan Gill,"Some of your favourite ABC presenters bring you more revealing, thought provoking and intimate half hour conversations with fascinating people from all walks of life.","Kanan Gill's path to comedy wasn't a traditional one. The Indian star left a career in software engineering to become part of the sub-continent's growing army of comics, landing him a starring role in a Bollywood movie.","['ABC TV', 'ARTS & CULTURE', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC1913H014S00_5cbfe2d645851_1280.jpg,No more information found,"['abc1', 'news24', 'arts', 'panel', 'talks', 'people', 'interview', 'culture', 'latest', 'one-plus-one', 'interviews']",2019-04-26 13:30:00,No data found,1680
22,Panel Discussion,Whovians,Whovians,Series 3 Episode 2,"Join Rove McManus, Tegan Higginbotham and Bajo - alongside a rotating roster of celebrity Doctor Who superfans, as they sit down to unpack the secrets and celebrate their love of Doctor Who.","Join Rove McManus, Tegan Higginbotham, Bajo, Justin Hamilton and Cal Wilson as they analyse and unravel the mysteries of Doctor Who Series 12 Episode 3: Orphan 55.","['ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1919H002S00_5e1e9c5fb43ee_1280.jpg,"Hosts Rove McManus, Tegan Higginbotham, Steven O'Donnell","['abc2', 'aussie', 'comedy', 'panel', 'entertainment', 'quirky']",2020-01-16 21:25:29,PG,1690
23,Panel Discussion,One Plus One,One Plus One,Series 2019 Tony Wheeler,"Some of your favourite ABC presenters bring you more revealing, thought provoking and intimate half hour conversations with fascinating people from all walks of life.","As founders of Lonely Planet, Tony Wheeler and his wife Maureen cornered a market and built a multi-million-dollar travel guide empire. The business has now been sold, but Tony remains a tireless globetrotter.","['ABC TV', 'ARTS & CULTURE', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC1913H022S00_5d09c4418a0dd_1280.jpg,No more information found,"['abc1', 'news24', 'arts', 'panel', 'talks', 'people', 'interview', 'culture', 'latest', 'one-plus-one', 'interviews']",2019-06-21 13:30:10,No data found,1680
24,Panel Discussion,Afternoon Briefing,Afternoon Briefing,Friday 25/3/2022,"The daily destination for #auspol addicts. With a Federal Election due before the end of May, Greg Jennett will break political news and interrogate politicians, candidates and public officials on the big national issues.","Greg Jennett covers the day's top stories, speaking with International Development and the Pacific Minister Zed Seselja, NZ Defence Minister Peeni Henare, Communications Minister Paul Fletcher and Linda Burney.","['ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nu/NU2222V_61f72155373ab_3600.jpg,No more information found,"['news', 'news24', 'panel', 'politics']",2022-03-25 16:30:00,No data found,1800
25,Panel Discussion,You Can't Ask That (Simplified Chinese Subtitles),You Can't Ask That (Simplified Chinese Subtitles),Series 2 Ice Users,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,"You Can't Ask That asks ice users the awkward, inappropriate or uncomfortable questions you've always wanted to know the answers to, but never had the guts to ask. This program includes simplified Chinese language subtitles.",['ABC TV'],https://cdn.iview.abc.net.au/thumbs/i/iv/IV1809H007S00_5b1f68ac6b3d5_1280.jpg,No more information found,"['docs', 'abc1']",2018-02-16 05:30:00,MA,1737
26,Panel Discussion,Australia Debates,Australia Debates,Series 1 Episode 3 Are Pets Better Than People?,"The funniest minds in Australia debate the findings of three issues uncovered by the Australia Talks national survey, asking 60,000 Australians 600 questions, and come to their own conclusions.","Tom Cashman, Demi Lardner and Nat Damena argue the case that Pets are Better than People, against Mel Buttle, Dane Simpson and Lizzy Hoo arguing the negative. Moderated by Nikki Britton.","['ABC TV Plus', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/fr/FR2011H003S00_60d9063606a5e_1920.jpg,Host Nikki Britton,"['abc2', 'australia', 'panel', 'current-affairs', 'interview', 'public-affairs', 'talk-show', 'aussie', 'revealing', 'ns:be-entertained', 'ns:be-informed', 'a:young-sink-dink', 'a:older-sink-dink', 'a:established-parents', 'investigation']",2021-06-28 21:33:30,M,2579
27,Panel Discussion,Gruen,Gruen,Series 10 Episode 8,"The Gruen team decode and expose all the messaging we fall for. Whether it's a juice label that thinks it's your long lost best friend or a gorgeous white line design on a Kmart plate, nothing will escape the Gruen gaze.","Eating in and the new way to take-out, we dish up on how Uber Eats, Deliveroo, Menulog and Foodora are changing food delivery Raising awareness for a cancer no one talks about a Pitch to take the World Cup across the ditch.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1727H008S00_5b2ae215558e9_1280.jpg,Host Wil Anderson,"['abc1', 'australian', 'comedy', 'funny', 'panel', 'pop-culture', 'quirky', 'lighthearted', 'ns:be-entertained']",2018-06-20 21:16:40,PG,2165
28,Panel Discussion,Adam Hills: The Last Leg,Adam Hills: The Last Leg,Series 24 Episode 7 Rose Ayling-Ellis and Victoria Coren Mitchell,"Adam, Josh and Alex are back for a brand new season of The Last Leg in 2022, celebrating 10 years looking at the lighter side of the week's news. Fast-tracked from the UK.","Adam Hills, Josh Widdicombe and Alex Brooker are joined by Rose Ayling-Ellis and Victoria Coren Mitchell for topical news comedy looking at the stories making news around the globe and to answer your #IsItOk questions.","['ABC TV', 'ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3242A007S00_622fe16252a8d_1920.jpg,"Hosts Adam Hills, Alex Brooker, Josh Widdicombe","['abc1', 'abc2', 'uk', 'comedy', 'panel', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'satire', 'quiz-show', 'pop-culturec:british-comedy', 'irreverent']",2022-03-15 20:32:15,M,2400
29,Panel Discussion,The Drum,The Drum,Tuesday 29/3/2022,"A tapestry of voices with a range of opinions and viewpoints. Ellen Fanning and Julia Baird lead the conversations that will get the nation talking, joined by our informed panel plus revealing discussions with special guests.","Julia Baird joins Linda Scott, Graham Young, Topaz McAuliffe and Adam Carrel to discuss wage increases, Prince William and Kate's widely criticised Caribbean tour, plus flood-affected regions face a renewed flood threat.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2207H042S00_624297911ee4f_1920.jpg,No more information found,"['abc1', 'news24', 'news', 'panel', 'election', 'best-news24', 'latest', 'news-analysis']",2022-03-29 19:00:00,No data found,3483
30,Panel Discussion,You Can't Ask That (Simplified Chinese Subtitles),You Can't Ask That (Simplified Chinese Subtitles),Series 3 Episode 7 Drag,Asking the most outrageous and uncomfortable questions to uncover the truth behind what it's like for marginalised and misunderstood Australians.,"This episode de-frocks the world of Drag: drag queens, drag kings and drag in-between. Featuring eight unique drag performers, the show explores gender, sexuality, dressing up and living life fabulous.",['ABC TV'],https://cdn.iview.abc.net.au/thumbs/i/iv/IV1832H007S00_5b6be679ab931_1280.jpg,No more information found,"['iview', 'docs', 'panel', 'interviews', 'abc1']",2018-08-09 17:00:00,M,1734
31,Panel Discussion,Q+A,Q+A,The Great Resignation,"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","With the so-called 'Great Resignation' taking hold in the USA, are Australian workers also preparing to leave traditional jobs behind as they embrace a post-pandemic work life?","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2104H041S00_6191eaf23ef3b_1280.jpg,"Host Virginia Trioli, David Speers, Stan Grant","['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2021-11-18 21:31:43,No data found,3711
32,Panel Discussion,Q+A,Q+A,Barnaby Meets Lukenomics (20/5/2021),"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","With Australia's borders unlikely to re-open until mid-2022, some MPs are concerned Australia will become a ""hermit nation"". Despite strong signs of economic recovery the budget papers forecast a decade of deficits and debt.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2104H015S00_60a4ad6a2a882_1280.jpg,"Host Virginia Trioli, David Speers, Stan Grant","['abc1', 'news', 'panel', 'current-affairs', 'politics', 'interviews', 'featured']",2021-05-20 21:32:17,No data found,3714
33,Panel Discussion,Question Everything,Question Everything Season 1,Question Everything Season 1,"In a world dominated by fake news and outright lies, Wil Anderson, Jan Fran and guests dissect the news to sort the real from the rumours, separate fact from fiction and flatten conspiracy theories back down to Earth.","In a world dominated by fake news and outright lies, Wil Anderson, Jan Fran and guests dissect the news to sort the real from the rumours, separate fact from fiction and flatten conspiracy theories back down to Earth.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/mp/MP2134H043C00GN1_6114a8f213938_1920.jpg,"Host Jan Fran, Wil Anderson","['promo', 'trailers', 'promo', 'trailers']",2021-08-18 00:00:00,No data found,30
34,Panel Discussion,One Plus One,One Plus One,Series 2019 Louise Herron,"Some of your favourite ABC presenters bring you more revealing, thought provoking and intimate half hour conversations with fascinating people from all walks of life.","CEO of the Sydney Opera House and former lawyer Louise Herron speaks to Tracey Kirkland about being the caretaker of one of Australia's most iconic buildings, plus her very public stoush with broadcaster Alan Jones.","['ABC TV', 'ARTS & CULTURE', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC1913H040S00_5dafd678bc89e_1280.jpg,No more information found,"['abc1', 'news24', 'arts', 'panel', 'talks', 'people', 'interview', 'culture', 'latest', 'one-plus-one', 'interviews']",2019-10-25 13:30:05,No data found,1680
35,Panel Discussion,Insiders: The Interviews,Insiders: The Interviews,Jim Chalmers - Shadow Treasurer,Interviews with leading politicians about the week in politics.,This week David Speers interviews Shadow Treasurer Jim Chalmers.,"['ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nn/NN2204V009S00_6244e3c11f2b6_1920.jpg,No more information found,"['news', 'current-affairs', 'abc-faves', 'best-news24', 'panel', 'latest', 'interviews', 'news-analysis']",2022-03-27 10:00:00,No data found,1016
36,Panel Discussion,National Press Club Address,National Press Club Address,Josh Frydenberg - Treasurer,The National Press Club hosts public debates and discussions that shape Australia now and into the future. Home to national conversations featuring decision-makers and influencers; driving the national debate forward.,"After handing down the 2022 federal budget, Treasurer Josh Frydenberg delivers the annual Post-Budget address at the Great Hall in Parliament House, followed by questions from the press gallery and journalists.","['ABC TV', 'ABC NEWS', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/nc/NC2211C009S00_6243f500a7766_1920.jpg,No more information found,"['abc1', 'news24', 'current', 'affairs', 'australia', 'panel', 'news', 'best-news24', 'latest', 'budget', 'economy', 'finance', 'business', 'analysis']",2022-03-30 13:30:00,No data found,3969
37,Panel Discussion,Gruen,Gruen,Series 10 Episode 1,"The Gruen team decode and expose all the messaging we fall for. Whether it's a juice label that thinks it's your long lost best friend or a gorgeous white line design on a Kmart plate, nothing will escape the Gruen gaze.","How are the big banks selling themselves during the royal commission? Will Coke No Sugar reverse sliding soft drink sales? Ads that murder our favourite songs, and a Pitch to make Australia the USA's 51st State.","['ABC TV', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/le/LE1727H001S00_5aefeb2be43e7_1280.jpg,Host Wil Anderson,"['abc1', 'australian', 'comedy', 'funny', 'panel', 'pop-culture', 'quirky', 'lighthearted', 'ns:be-entertained']",2018-05-02 21:18:38,PG,2209
38,Panel Discussion,Would I Lie To You?,Would I Lie To You?,Series 13 Episode 11 More Unseen Bits,"Rob Brydon is back in the host's chair for another season of the award-winning comedy panel show, with Lee Mack and David Mitchell returning as the lightning-quick team captains.","More unseen clips from this series of Would I Lie To You? Joining Lee Mack tonight, Greg Davis, Sharon Osborne, Henning Wehn, Simon Day, Dr Ranj Singh, Asim Chaudhry, and Clare Balding.","['ABC TV Plus', 'COMEDY', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2134A_5e71770aaa623.jpg,Host Rob Brydon,"['abc2', 'uk', 'comedy', 'panel', 'entertainment', 'cult-favourite', 'lighthearted', 'witty', 'quirky', 'funny', 'game-show', 'quiz-show', 'pop-culture']",2022-03-29 20:29:24,PG,1725
